Código.IBGE,municipio,Diretoria.Regional,Mesorregião,n_alunos_beneficiarios_atualmente,n_familias_beneficiarias_atualmente,n_alunos_receberam_lista_atual,n_alunos_receberam_incluindo_bloqueados,n_familias_receberam_lista_atual,n_familias_receberam_incluindo_bloqueados,n_familias_atuais_receberam_parcialmente,n_alunos_atuais_receberam_parcialmente,n_familias_atuais_receberam_tudo,n_alunos_atuais_receberam_tudo,n_familias_atuais_receberam_a_mais,n_alunos_atuais_receberam_a_mais,perc_alunos_receberam_lista_atual,perc_familias_receberam_lista_atual,total_dinheiro_lista_atual,total_dinheiro
3115805,CENTRALINA,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,23,15,7,7,6,6,0,0,6,7,0,0,0.30434782608695654,0.4,700,700
3115904,CHACARA,Juiz de Fora,Zona da Mata,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116001,CHALE,Governador Valadares,Zona da Mata,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116100,CHAPADA DO NORTE,Araçuaí,Jequitinhonha,153,92,56,56,29,29,0,0,29,56,0,0,0.3660130718954248,0.31521739130434784,5600,5600
3116159,CHAPADA GAUCHA,Montes Claros,Norte de Minas,69,38,26,26,14,14,0,0,14,26,0,0,0.37681159420289856,0.3684210526315789,2600,2600
3116308,CIPOTANEA,São João Del Rei,Zona da Mata,52,39,46,46,33,33,0,0,33,46,0,0,0.8846153846153846,0.8461538461538461,4600,4600
3116407,CLARAVAL,Passos,Sul/Sudoeste de Minas,22,18,11,11,9,9,0,0,9,11,0,0,0.5,0.5,1100,1100
3116506,CLARO DOS POCOES,Montes Claros,Norte de Minas,80,48,30,30,15,15,0,0,15,30,0,0,0.375,0.3125,3000,3000
3116605,CLAUDIO,Divinópolis,Oeste de Minas,137,92,75,75,48,48,0,0,48,75,0,0,0.5474452554744526,0.5217391304347826,7500,7500
3116704,COIMBRA,Muriaé,Zona da Mata,78,59,7,7,7,7,0,0,7,7,0,0,0.08974358974358974,0.11864406779661017,700,700
3116803,COLUNA,Diamantina,Vale do Rio Doce,107,72,43,43,30,30,0,0,30,43,0,0,0.40186915887850466,0.4166666666666667,4300,4300
3116902,COMENDADOR GOMES,Uberaba,Triângulo Mineiro/Alto Paranaíba,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117009,COMERCINHO,Araçuaí,Jequitinhonha,22,12,7,7,3,3,0,0,3,7,0,0,0.3181818181818182,0.25,700,700
3117108,CONCEICAO DA APARECIDA,Passos,Sul/Sudoeste de Minas,123,90,17,17,13,13,0,0,13,17,0,0,0.13821138211382114,0.14444444444444443,1700,1700
3117207,CONCEICAO DAS PEDRAS,Varginha,Sul/Sudoeste de Minas,18,12,11,11,8,8,0,0,8,11,0,0,0.6111111111111112,0.6666666666666666,1100,1100
3117306,CONCEICAO DAS ALAGOAS,Uberaba,Triângulo Mineiro/Alto Paranaíba,238,168,47,47,27,27,0,0,27,47,0,0,0.19747899159663865,0.16071428571428573,4700,4700
3117405,CONCEICAO DE IPANEMA,Governador Valadares,Vale do Rio Doce,6,4,1,1,1,1,0,0,1,1,0,0,0.16666666666666666,0.25,100,100
3117504,CONCEICAO DO MATO DENTRO,Diamantina,Metropolitana de Belo Horizonte,197,117,57,57,29,29,0,0,29,57,0,0,0.2893401015228426,0.24786324786324787,5700,5700
3117603,CONCEICAO DO PARA,Divinópolis,Oeste de Minas,68,38,12,12,6,6,0,0,6,12,0,0,0.17647058823529413,0.15789473684210525,1200,1200
3117702,CONCEICAO DO RIO VERDE,Varginha,Sul/Sudoeste de Minas,156,93,33,33,18,18,0,0,18,33,0,0,0.21153846153846154,0.1935483870967742,3300,3300
3117801,CONCEICAO DOS OUROS,Poços de Caldas,Sul/Sudoeste de Minas,66,48,11,11,7,7,0,0,7,11,0,0,0.16666666666666666,0.14583333333333334,1100,1100
3117836,CONEGO MARINHO,Montes Claros,Norte de Minas,40,27,21,21,11,11,0,0,11,21,0,0,0.525,0.4074074074074074,2100,2100
3117876,CONFINS,Metropolitana,Metropolitana de Belo Horizonte,16,12,6,6,4,4,0,0,4,6,0,0,0.375,0.3333333333333333,600,600
3117900,CONGONHAL,Poços de Caldas,Sul/Sudoeste de Minas,101,78,6,6,6,6,0,0,6,6,0,0,0.0594059405940594,0.07692307692307693,600,600
3118007,CONGONHAS,São João Del Rei,Metropolitana de Belo Horizonte,109,95,13,13,11,11,0,0,11,13,0,0,0.11926605504587157,0.11578947368421053,1300,1300
3118106,CONGONHAS DO NORTE,Curvelo,Metropolitana de Belo Horizonte,44,24,16,16,8,8,0,0,8,16,0,0,0.36363636363636365,0.3333333333333333,1600,1600
3118205,CONQUISTA,Uberaba,Triângulo Mineiro/Alto Paranaíba,35,26,7,7,3,3,0,0,3,7,0,0,0.2,0.11538461538461539,700,700
3118304,CONSELHEIRO LAFAIETE,São João Del Rei,Metropolitana de Belo Horizonte,719,450,130,130,75,75,0,0,75,130,0,0,0.1808066759388039,0.16666666666666666,13000,13000
3118403,CONSELHEIRO PENA,Governador Valadares,Vale do Rio Doce,115,85,30,30,20,20,0,0,20,30,0,0,0.2608695652173913,0.23529411764705882,3000,3000
3118502,CONSOLACAO,Poços de Caldas,Sul/Sudoeste de Minas,3,3,2,2,2,2,0,0,2,2,0,0,0.6666666666666666,0.6666666666666666,200,200
3118601,CONTAGEM,Metropolitana,Metropolitana de Belo Horizonte,1627,1224,396,396,275,275,0,0,275,396,0,0,0.24339274738783037,0.2246732026143791,39600,39600
3118700,COQUEIRAL,Varginha,Sul/Sudoeste de Minas,115,84,29,29,23,23,0,0,23,29,0,0,0.25217391304347825,0.27380952380952384,2900,2900
3118809,CORACAO DE JESUS,Montes Claros,Norte de Minas,111,64,55,55,28,28,0,0,28,55,0,0,0.4954954954954955,0.4375,5500,5500
3118908,CORDISBURGO,Curvelo,Metropolitana de Belo Horizonte,36,25,10,10,7,7,0,0,7,10,0,0,0.2777777777777778,0.28,1000,1000
3119005,CORDISLANDIA,Varginha,Sul/Sudoeste de Minas,15,11,10,10,8,8,0,0,8,10,0,0,0.6666666666666666,0.7272727272727273,1000,1000
3119104,CORINTO,Curvelo,Central Mineira,121,99,35,35,26,26,0,0,26,35,0,0,0.2892561983471074,0.26262626262626265,3500,3500
3119203,COROACI,Governador Valadares,Vale do Rio Doce,32,21,9,9,4,4,0,0,4,9,0,0,0.28125,0.19047619047619047,900,900
3119302,COROMANDEL,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,426,297,70,70,44,44,0,0,44,70,0,0,0.1643192488262911,0.14814814814814814,7000,7000
3119401,CORONEL FABRICIANO,Timóteo,Vale do Rio Doce,591,416,167,167,108,108,0,0,108,167,0,0,0.2825719120135364,0.25961538461538464,16700,16700
3119500,CORONEL MURTA,Araçuaí,Jequitinhonha,42,30,10,10,8,8,0,0,8,10,0,0,0.23809523809523808,0.26666666666666666,1000,1000
3119708,CORONEL XAVIER CHAVES,São João Del Rei,Campo das Vertentes,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119807,CORREGO DANTA,Divinópolis,Oeste de Minas,11,8,10,10,7,7,0,0,7,10,0,0,0.9090909090909091,0.875,1000,1000
3119906,CORREGO DO BOM JESUS,Poços de Caldas,Sul/Sudoeste de Minas,25,19,1,1,1,1,0,0,1,1,0,0,0.04,0.05263157894736842,100,100
3119955,CORREGO FUNDO,Divinópolis,Oeste de Minas,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120003,CORREGO NOVO,Timóteo,Vale do Rio Doce,23,16,17,17,10,10,0,0,10,17,0,0,0.7391304347826086,0.625,1700,1700
3120102,COUTO DE MAGALHAES DE MINAS,Diamantina,Jequitinhonha,23,15,14,14,9,9,0,0,9,14,0,0,0.6086956521739131,0.6,1400,1400
3120151,CRISOLITA,Teófilo Otoni,Vale do Mucuri,34,20,11,11,6,6,0,0,6,11,0,0,0.3235294117647059,0.3,1100,1100
3120201,CRISTAIS,Divinópolis,Oeste de Minas,74,56,5,5,4,4,0,0,4,5,0,0,0.06756756756756757,0.07142857142857142,500,500
3120300,CRISTALIA,Montes Claros,Norte de Minas,20,8,7,7,3,3,0,0,3,7,0,0,0.35,0.375,700,700
3120409,CRISTIANO OTONI,São João Del Rei,Metropolitana de Belo Horizonte,16,12,11,11,8,8,0,0,8,11,0,0,0.6875,0.6666666666666666,1100,1100
3120508,CRISTINA,Varginha,Sul/Sudoeste de Minas,118,86,19,19,13,13,0,0,13,19,0,0,0.16101694915254236,0.1511627906976744,1900,1900
3120607,CRUCILANDIA,Divinópolis,Metropolitana de Belo Horizonte,49,42,5,5,5,5,0,0,5,5,0,0,0.10204081632653061,0.11904761904761904,500,500
3120706,CRUZEIRO DA FORTALEZA,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120805,CRUZILIA,Varginha,Sul/Sudoeste de Minas,45,30,14,14,8,8,0,0,8,14,0,0,0.3111111111111111,0.26666666666666666,1400,1400
3120839,CUPARAQUE,Governador Valadares,Vale do Rio Doce,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120870,CURRAL DE DENTRO,Salinas,Norte de Minas,28,16,14,14,8,8,0,0,8,14,0,0,0.5,0.5,1400,1400
3120904,CURVELO,Curvelo,Central Mineira,507,376,209,209,139,139,0,0,139,209,0,0,0.41222879684418146,0.3696808510638298,20900,20900
3121001,DATAS,Diamantina,Jequitinhonha,38,31,12,12,7,7,0,0,7,12,0,0,0.3157894736842105,0.22580645161290322,1200,1200
3121100,DELFIM MOREIRA,Poços de Caldas,Sul/Sudoeste de Minas,79,51,10,10,6,6,0,0,6,10,0,0,0.12658227848101267,0.11764705882352941,1000,1000
3121209,DELFINOPOLIS,Passos,Sul/Sudoeste de Minas,50,33,25,25,17,17,0,0,17,25,0,0,0.5,0.5151515151515151,2500,2500
3121258,DELTA,Uberaba,Triângulo Mineiro/Alto Paranaíba,12,11,7,7,7,7,0,0,7,7,0,0,0.5833333333333334,0.6363636363636364,700,700
3121308,DESCOBERTO,Juiz de Fora,Zona da Mata,15,10,8,8,7,7,0,0,7,8,0,0,0.5333333333333333,0.7,800,800
3121407,DESTERRO DE ENTRE RIOS,São João Del Rei,Metropolitana de Belo Horizonte,76,61,8,8,5,5,0,0,5,8,0,0,0.10526315789473684,0.08196721311475409,800,800
3121506,DESTERRO DO MELO,São João Del Rei,Campo das Vertentes,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121605,DIAMANTINA,Diamantina,Jequitinhonha,488,304,140,140,82,82,0,0,82,140,0,0,0.28688524590163933,0.26973684210526316,14000,14000
3121704,DIOGO DE VASCONCELOS,Timóteo,Metropolitana de Belo Horizonte,19,13,14,14,9,9,0,0,9,14,0,0,0.7368421052631579,0.6923076923076923,1400,1400
3121803,DIONISIO,Timóteo,Metropolitana de Belo Horizonte,76,52,28,28,17,17,0,0,17,28,0,0,0.3684210526315789,0.3269230769230769,2800,2800
3121902,DIVINESIA,Juiz de Fora,Zona da Mata,37,26,22,22,15,15,0,0,15,22,0,0,0.5945945945945946,0.5769230769230769,2200,2200
3122009,DIVINO,Muriaé,Zona da Mata,509,348,72,72,47,47,0,0,47,72,0,0,0.14145383104125736,0.13505747126436782,7200,7200
3122108,DIVINO DAS LARANJEIRAS,Governador Valadares,Vale do Rio Doce,20,10,14,14,5,5,0,0,5,14,0,0,0.7,0.5,1400,1400
3122207,DIVINOLANDIA DE MINAS,Governador Valadares,Vale do Rio Doce,44,27,19,19,12,12,0,0,12,19,0,0,0.4318181818181818,0.4444444444444444,1900,1900
3122306,DIVINOPOLIS,Divinópolis,Oeste de Minas,871,592,166,166,102,102,1,3,101,163,0,0,0.19058553386911595,0.17229729729729729,16500,16500
3122355,DIVISA ALEGRE,Salinas,Norte de Minas,28,20,11,11,8,8,0,0,8,11,0,0,0.39285714285714285,0.4,1100,1100
3122405,DIVISA NOVA,Poços de Caldas,Sul/Sudoeste de Minas,70,41,15,15,7,7,0,0,7,15,0,0,0.21428571428571427,0.17073170731707318,1500,1500
3122454,DIVISOPOLIS,Almenara,Jequitinhonha,26,19,18,18,14,14,0,0,14,18,0,0,0.6923076923076923,0.7368421052631579,1800,1800
3122470,DOM BOSCO,Paracatu,Noroeste de Minas,60,38,21,21,12,12,0,0,12,21,0,0,0.35,0.3157894736842105,2100,2100
3122504,DOM CAVATI,Governador Valadares,Vale do Rio Doce,31,22,4,4,2,2,0,0,2,4,0,0,0.12903225806451613,0.09090909090909091,400,400
3122603,DOM JOAQUIM,Diamantina,Metropolitana de Belo Horizonte,43,18,17,17,7,7,0,0,7,17,0,0,0.3953488372093023,0.3888888888888889,1700,1700
3122702,DOM SILVERIO,Timóteo,Zona da Mata,16,9,2,2,1,1,0,0,1,2,0,0,0.125,0.1111111111111111,200,200
3122801,DOM VICOSO,Varginha,Sul/Sudoeste de Minas,37,31,7,7,6,6,0,0,6,7,0,0,0.1891891891891892,0.1935483870967742,700,700
3122900,DONA EUZEBIA,Juiz de Fora,Zona da Mata,44,35,4,4,4,4,0,0,4,4,0,0,0.09090909090909091,0.11428571428571428,400,400
3123007,DORES DE CAMPOS,São João Del Rei,Campo das Vertentes,68,49,7,7,5,5,0,0,5,7,0,0,0.10294117647058823,0.10204081632653061,700,700
3123106,DORES DE GUANHAES,Governador Valadares,Vale do Rio Doce,71,42,31,31,15,15,0,0,15,31,0,0,0.43661971830985913,0.35714285714285715,3100,3100
3123205,DORES DO INDAIA,Divinópolis,Central Mineira,72,56,5,5,5,5,0,0,5,5,0,0,0.06944444444444445,0.08928571428571429,500,500
3123304,DORES DO TURVO,Juiz de Fora,Zona da Mata,24,21,2,2,2,2,0,0,2,2,0,0,0.08333333333333333,0.09523809523809523,200,200
3123403,DORESOPOLIS,Passos,Oeste de Minas,14,11,2,2,1,1,0,0,1,2,0,0,0.14285714285714285,0.09090909090909091,200,200
3123502,DOURADOQUARA,Uberlândia,Triângulo Mineiro/Alto Paranaíba,15,8,2,2,2,2,0,0,2,2,0,0,0.13333333333333333,0.25,200,200
3123528,DURANDE,Governador Valadares,Zona da Mata,31,20,11,11,6,6,0,0,6,11,0,0,0.3548387096774194,0.3,1100,1100
3123601,ELOI MENDES,Varginha,Sul/Sudoeste de Minas,166,112,24,24,18,18,0,0,18,24,0,0,0.14457831325301204,0.16071428571428573,2400,2400
3123700,ENGENHEIRO CALDAS,Governador Valadares,Vale do Rio Doce,64,52,22,22,17,17,0,0,17,22,0,0,0.34375,0.3269230769230769,2200,2200
3123809,ENGENHEIRO NAVARRO,Montes Claros,Norte de Minas,7,3,6,6,2,2,0,0,2,6,0,0,0.8571428571428571,0.6666666666666666,600,600
3123858,ENTRE FOLHAS,Timóteo,Vale do Rio Doce,76,58,9,9,7,7,0,0,7,9,0,0,0.11842105263157894,0.1206896551724138,900,900
3123908,ENTRE RIOS DE MINAS,São João Del Rei,Metropolitana de Belo Horizonte,113,75,18,18,8,8,0,0,8,18,0,0,0.1592920353982301,0.10666666666666667,1800,1800
3124005,ERVALIA,Muriaé,Zona da Mata,361,277,21,21,17,17,0,0,17,21,0,0,0.05817174515235457,0.061371841155234655,2100,2100
3124104,ESMERALDAS,Metropolitana,Metropolitana de Belo Horizonte,545,381,134,134,88,88,0,0,88,134,0,0,0.24587155963302754,0.23097112860892388,13400,13400
3124203,ESPERA FELIZ,Muriaé,Zona da Mata,328,231,45,45,32,32,0,0,32,45,0,0,0.13719512195121952,0.13852813852813853,4500,4500
3124302,ESPINOSA,Montes Claros,Norte de Minas,281,173,120,120,73,73,0,0,73,120,0,0,0.42704626334519574,0.42196531791907516,12000,12000
3124401,ESPIRITO SANTO DO DOURADO,Varginha,Sul/Sudoeste de Minas,168,121,4,4,3,3,0,0,3,4,0,0,0.023809523809523808,0.024793388429752067,400,400
3124500,ESTIVA,Poços de Caldas,Sul/Sudoeste de Minas,139,98,16,16,9,9,0,0,9,16,0,0,0.11510791366906475,0.09183673469387756,1600,1600
3124609,ESTRELA DALVA,Muriaé,Zona da Mata,19,12,8,8,6,6,0,0,6,8,0,0,0.42105263157894735,0.5,800,800
3124708,ESTRELA DO INDAIA,Divinópolis,Central Mineira,13,11,9,9,8,8,0,0,8,9,0,0,0.6923076923076923,0.7272727272727273,900,900
3124807,ESTRELA DO SUL,Uberlândia,Triângulo Mineiro/Alto Paranaíba,54,39,14,14,10,10,0,0,10,14,0,0,0.25925925925925924,0.2564102564102564,1400,1400
3124906,EUGENOPOLIS,Muriaé,Zona da Mata,67,62,8,8,6,6,0,0,6,8,0,0,0.11940298507462686,0.0967741935483871,800,800
3125002,EWBANK DA CAMARA,Juiz de Fora,Zona da Mata,27,19,13,13,8,8,0,0,8,13,0,0,0.48148148148148145,0.42105263157894735,1300,1300
3125101,EXTREMA,Poços de Caldas,Sul/Sudoeste de Minas,53,48,8,8,7,7,0,0,7,8,0,0,0.1509433962264151,0.14583333333333334,800,800
3125200,FAMA,Varginha,Sul/Sudoeste de Minas,12,8,5,5,3,3,0,0,3,5,0,0,0.4166666666666667,0.375,500,500
3125309,FARIA LEMOS,Muriaé,Zona da Mata,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125408,FELICIO DOS SANTOS,Diamantina,Jequitinhonha,89,60,20,20,14,14,0,0,14,20,0,0,0.2247191011235955,0.23333333333333334,2000,2000
3125507,SAO GONCALO DO RIO PRETO,Diamantina,Jequitinhonha,11,7,4,4,2,2,0,0,2,4,0,0,0.36363636363636365,0.2857142857142857,400,400
3125606,FELISBURGO,Almenara,Jequitinhonha,24,14,8,8,5,5,0,0,5,8,0,0,0.3333333333333333,0.35714285714285715,800,800
3125705,FELIXLANDIA,Curvelo,Central Mineira,170,137,95,95,68,68,0,0,68,95,0,0,0.5588235294117647,0.49635036496350365,9500,9500
3125804,FERNANDES TOURINHO,Governador Valadares,Vale do Rio Doce,22,18,9,9,7,7,0,0,7,9,0,0,0.4090909090909091,0.3888888888888889,900,900
3125903,FERROS,Timóteo,Metropolitana de Belo Horizonte,104,58,25,25,13,13,0,0,13,25,0,0,0.2403846153846154,0.22413793103448276,2500,2500
3125952,FERVEDOURO,Muriaé,Zona da Mata,145,96,31,31,18,18,0,0,18,31,0,0,0.21379310344827587,0.1875,3100,3100
3126000,FLORESTAL,Metropolitana,Metropolitana de Belo Horizonte,41,29,13,13,8,8,0,0,8,13,0,0,0.3170731707317073,0.27586206896551724,1300,1300
3126109,FORMIGA,Divinópolis,Oeste de Minas,184,143,34,34,25,25,0,0,25,34,0,0,0.18478260869565216,0.17482517482517482,3400,3400
3126208,FORMOSO,Paracatu,Noroeste de Minas,38,22,17,17,9,9,0,0,9,17,0,0,0.4473684210526316,0.4090909090909091,1700,1700
3126307,FORTALEZA DE MINAS,Passos,Sul/Sudoeste de Minas,22,17,9,9,6,6,0,0,6,9,0,0,0.4090909090909091,0.35294117647058826,900,900
3126505,FRANCISCO BADARO,Araçuaí,Jequitinhonha,48,24,22,22,9,9,0,0,9,22,0,0,0.4583333333333333,0.375,2200,2200
3126604,FRANCISCO DUMONT,Montes Claros,Norte de Minas,39,25,20,20,12,12,0,0,12,20,0,0,0.5128205128205128,0.48,2000,2000
3126703,FRANCISCO SA,Montes Claros,Norte de Minas,137,74,87,87,44,44,0,0,44,87,0,0,0.635036496350365,0.5945945945945946,8700,8700
3126752,FRANCISCOPOLIS,Teófilo Otoni,Vale do Mucuri,31,19,4,4,3,3,0,0,3,4,0,0,0.12903225806451613,0.15789473684210525,400,400
3126802,FREI GASPAR,Teófilo Otoni,Vale do Mucuri,38,18,14,14,5,5,0,0,5,14,0,0,0.3684210526315789,0.2777777777777778,1400,1400
3126901,FREI INOCENCIO,Governador Valadares,Vale do Rio Doce,15,9,7,7,3,3,0,0,3,7,0,0,0.4666666666666667,0.3333333333333333,700,700
3126950,FREI LAGONEGRO,Diamantina,Vale do Rio Doce,17,8,12,12,5,5,0,0,5,12,0,0,0.7058823529411765,0.625,1200,1200
3127008,FRONTEIRA,Uberaba,Triângulo Mineiro/Alto Paranaíba,55,44,40,40,30,30,0,0,30,40,0,0,0.7272727272727273,0.6818181818181818,4000,4000
3127057,FRONTEIRA DOS VALES,Teófilo Otoni,Vale do Mucuri,6,5,2,2,1,1,0,0,1,2,0,0,0.3333333333333333,0.2,200,200
3127073,FRUTA DE LEITE,Salinas,Norte de Minas,90,38,28,28,12,12,0,0,12,28,0,0,0.3111111111111111,0.3157894736842105,2800,2800
3127107,FRUTAL,Uberaba,Triângulo Mineiro/Alto Paranaíba,427,280,199,199,116,116,0,0,116,199,0,0,0.46604215456674475,0.4142857142857143,19900,19900
3127206,FUNILANDIA,Metropolitana,Metropolitana de Belo Horizonte,36,28,12,12,10,10,0,0,10,12,0,0,0.3333333333333333,0.35714285714285715,1200,1200
3127305,GALILEIA,Governador Valadares,Vale do Rio Doce,35,22,9,9,5,5,0,0,5,9,0,0,0.2571428571428571,0.22727272727272727,900,900
3127339,GAMELEIRAS,Montes Claros,Norte de Minas,21,12,15,15,7,7,0,0,7,15,0,0,0.7142857142857143,0.5833333333333334,1500,1500
3127354,GLAUCILANDIA,Montes Claros,Norte de Minas,32,21,17,17,12,12,0,0,12,17,0,0,0.53125,0.5714285714285714,1700,1700
3127370,GOIABEIRA,Governador Valadares,Vale do Rio Doce,19,13,1,1,1,1,0,0,1,1,0,0,0.05263157894736842,0.07692307692307693,100,100
3127388,GOIANA,Juiz de Fora,Zona da Mata,25,16,10,10,5,5,0,0,5,10,0,0,0.4,0.3125,1000,1000
3127404,GONCALVES,Poços de Caldas,Sul/Sudoeste de Minas,13,11,1,1,1,1,0,0,1,1,0,0,0.07692307692307693,0.09090909090909091,100,100
3127503,GONZAGA,Governador Valadares,Vale do Rio Doce,71,54,8,8,5,5,0,0,5,8,0,0,0.11267605633802817,0.09259259259259259,800,800
3127602,GOUVEIA,Diamantina,Jequitinhonha,118,84,37,37,22,22,0,0,22,37,0,0,0.3135593220338983,0.2619047619047619,3700,3700
3127701,GOVERNADOR VALADARES,Governador Valadares,Vale do Rio Doce,2209,1543,673,673,435,435,0,0,435,673,0,0,0.3046627433227705,0.28191834089436163,67300,67300
3127800,GRAO MOGOL,Montes Claros,Norte de Minas,115,78,58,58,31,31,0,0,31,58,0,0,0.5043478260869565,0.3974358974358974,5800,5800
3127909,GRUPIARA,Uberlândia,Triângulo Mineiro/Alto Paranaíba,11,5,3,3,2,2,0,0,2,3,0,0,0.2727272727272727,0.4,300,300
3128006,GUANHAES,Governador Valadares,Vale do Rio Doce,509,341,162,162,98,98,0,0,98,162,0,0,0.3182711198428291,0.2873900293255132,16200,16200
3128105,GUAPE,Passos,Sul/Sudoeste de Minas,135,93,14,14,9,9,0,0,9,14,0,0,0.1037037037037037,0.0967741935483871,1400,1400
3128204,GUARACIABA,Muriaé,Zona da Mata,36,20,15,15,9,9,0,0,9,15,0,0,0.4166666666666667,0.45,1500,1500
3128253,GUARACIAMA,Montes Claros,Norte de Minas,12,7,10,10,5,5,0,0,5,10,0,0,0.8333333333333334,0.7142857142857143,1000,1000
3128303,GUARANESIA,Poços de Caldas,Sul/Sudoeste de Minas,125,88,15,15,10,10,0,0,10,15,0,0,0.12,0.11363636363636363,1500,1500
3128402,GUARANI,Juiz de Fora,Zona da Mata,51,38,6,6,5,5,0,0,5,6,0,0,0.11764705882352941,0.13157894736842105,600,600
3128501,GUARARA,Juiz de Fora,Zona da Mata,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128600,GUARDA-MOR,Paracatu,Noroeste de Minas,95,67,33,33,22,22,0,0,22,33,0,0,0.3473684210526316,0.3283582089552239,3300,3300
3128709,GUAXUPE,Poços de Caldas,Sul/Sudoeste de Minas,289,201,53,53,35,35,0,0,35,53,0,0,0.18339100346020762,0.17412935323383086,5300,5300
3128808,GUIDOVAL,Muriaé,Zona da Mata,18,11,4,4,2,2,0,0,2,4,0,0,0.2222222222222222,0.18181818181818182,400,400
3128907,GUIMARANIA,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,38,27,20,20,15,15,0,0,15,20,0,0,0.5263157894736842,0.5555555555555556,2000,2000
3129004,GUIRICEMA,Muriaé,Zona da Mata,38,29,6,6,6,6,0,0,6,6,0,0,0.15789473684210525,0.20689655172413793,600,600
3129103,GURINHATA,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,20,18,10,10,8,8,0,0,8,10,0,0,0.5,0.4444444444444444,1000,1000
3129202,HELIODORA,Varginha,Sul/Sudoeste de Minas,65,52,6,6,4,4,0,0,4,6,0,0,0.09230769230769231,0.07692307692307693,600,600
3129301,IAPU,Timóteo,Vale do Rio Doce,116,92,27,27,20,20,0,0,20,27,0,0,0.23275862068965517,0.21739130434782608,2700,2700
3129400,IBERTIOGA,São João Del Rei,Campo das Vertentes,49,30,3,3,2,2,0,0,2,3,0,0,0.061224489795918366,0.06666666666666667,300,300
3129509,IBIA,Uberaba,Triângulo Mineiro/Alto Paranaíba,230,172,34,34,23,23,0,0,23,34,0,0,0.14782608695652175,0.13372093023255813,3400,3400
3129608,IBIAI,Montes Claros,Norte de Minas,17,10,14,14,8,8,0,0,8,14,0,0,0.8235294117647058,0.8,1400,1400
3129657,IBIRACATU,Montes Claros,Norte de Minas,54,35,19,19,13,13,0,0,13,19,0,0,0.35185185185185186,0.37142857142857144,1900,1900
3129707,IBIRACI,Passos,Sul/Sudoeste de Minas,97,67,40,40,27,27,0,0,27,40,0,0,0.41237113402061853,0.40298507462686567,4000,4000
3129806,IBIRITE,Metropolitana,Metropolitana de Belo Horizonte,1131,770,393,393,244,244,1,2,243,391,0,0,0.34748010610079577,0.3168831168831169,39200,39200
3129905,IBITIURA DE MINAS,Poços de Caldas,Sul/Sudoeste de Minas,26,23,2,2,2,2,0,0,2,2,0,0,0.07692307692307693,0.08695652173913043,200,200
3130002,IBITURUNA,São João Del Rei,Oeste de Minas,28,19,5,5,3,3,0,0,3,5,0,0,0.17857142857142858,0.15789473684210525,500,500
3130051,ICARAI DE MINAS,Montes Claros,Norte de Minas,68,43,36,36,22,22,0,0,22,36,0,0,0.5294117647058824,0.5116279069767442,3600,3600
3130101,IGARAPE,Metropolitana,Metropolitana de Belo Horizonte,354,246,119,119,79,79,0,0,79,119,0,0,0.3361581920903955,0.32113821138211385,11900,11900
3130200,IGARATINGA,Divinópolis,Oeste de Minas,43,31,4,4,3,3,0,0,3,4,0,0,0.09302325581395349,0.0967741935483871,400,400
3130309,IGUATAMA,Divinópolis,Oeste de Minas,32,24,7,7,4,4,0,0,4,7,0,0,0.21875,0.16666666666666666,700,700
3130408,IJACI,São João Del Rei,Campo das Vertentes,22,13,3,3,1,1,0,0,1,3,0,0,0.13636363636363635,0.07692307692307693,300,300
3130507,ILICINEA,Passos,Sul/Sudoeste de Minas,95,61,19,19,9,9,0,0,9,19,0,0,0.2,0.14754098360655737,1900,1900
3130556,IMBE DE MINAS,Timóteo,Vale do Rio Doce,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3130606,INCONFIDENTES,Poços de Caldas,Sul/Sudoeste de Minas,69,54,20,20,14,14,0,0,14,20,0,0,0.2898550724637681,0.25925925925925924,2000,2000
3130655,INDAIABIRA,Salinas,Norte de Minas,37,24,24,24,15,15,0,0,15,24,0,0,0.6486486486486487,0.625,2400,2400
3130705,INDIANOPOLIS,Uberlândia,Triângulo Mineiro/Alto Paranaíba,7,7,1,1,1,1,0,0,1,1,0,0,0.14285714285714285,0.14285714285714285,100,100
3130804,INGAI,São João Del Rei,Campo das Vertentes,23,17,10,10,7,7,0,0,7,10,0,0,0.43478260869565216,0.4117647058823529,1000,1000
